period,load_zone,twh,technology,scs
2030,Brazil,1.2707121015244165,curt_hydro,prm15_wcost_re8_c2p1_t1
2030,Chile,5.767333277617581e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2030,Paraguay,37.01267850499998,curt_hydro,prm15_wcost_re8_c2p1_t1
2030,Uruguay,0.006539161303589459,curt_hydro,prm15_wcost_re8_c2p1_t1
2035,Argentina,3.5411460430623268e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2035,Brazil,0.0040679158563919696,curt_hydro,prm15_wcost_re8_c2p1_t1
2035,Chile,2.1092319002491422e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2035,Paraguay,27.394047829999984,curt_hydro,prm15_wcost_re8_c2p1_t1
2035,Uruguay,5.970832717139274e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2040,Argentina,5.809994263472617e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2040,Brazil,0.17546710396018964,curt_hydro,prm15_wcost_re8_c2p1_t1
2040,Chile,6.770278559997677e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2040,Paraguay,15.187947304999982,curt_hydro,prm15_wcost_re8_c2p1_t1
2040,Uruguay,0.0015291003155550984,curt_hydro,prm15_wcost_re8_c2p1_t1
2045,Argentina,2.2612169914282275e-14,curt_hydro,prm15_wcost_re8_c2p1_t1
2045,Brazil,4.66275196231436e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2045,Chile,2.5295321393059565e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2045,Paraguay,4.294411866801484,curt_hydro,prm15_wcost_re8_c2p1_t1
2045,Uruguay,4.645244189305231e-16,curt_hydro,prm15_wcost_re8_c2p1_t1
2050,Argentina,1.1812545608336223e-14,curt_hydro,prm15_wcost_re8_c2p1_t1
2050,Brazil,1.1760647566916305e-14,curt_hydro,prm15_wcost_re8_c2p1_t1
2050,Chile,1.1642669051070698e-15,curt_hydro,prm15_wcost_re8_c2p1_t1
2050,Paraguay,0.5122182120187104,curt_hydro,prm15_wcost_re8_c2p1_t1
2050,Uruguay,0.002123370344263112,curt_hydro,prm15_wcost_re8_c2p1_t1
2020,Argentina,3.634283984865761e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2020,Brazil,2.18448928858639,curt_hydro,prm15_wcost_re9_c2p1_t1
2020,Chile,3.3014657674357294e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2020,Paraguay,49.10986188724996,curt_hydro,prm15_wcost_re9_c2p1_t1
2020,Uruguay,4.288267518859357e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
2025,Argentina,3.785999069805257e-15,curt_hydro,prm15_wcost_re9_c2p1_t1
2025,Brazil,3.2815472799256713,curt_hydro,prm15_wcost_re9_c2p1_t1
2025,Chile,9.836185199674219e-16,curt_hydro,prm15_wcost_re9_c2p1_t1
