lz_from,lz_to,period,net_flow_twh,scenario
Argentina,Brazil,2045,0.49581229011451955,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Brazil,2050,0.5505983999999999,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2020,0.006981315,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2025,0.005569740000000008,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2030,0.005180241000000008,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2035,0.0050070240000000005,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2040,0.005827173000000003,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2045,0.0028097520000000004,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Chile,2050,0.004052895000000006,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2020,0.008352372500000017,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2025,0.008353857499999999,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2030,0.008627977499999981,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2035,0.008634687499999997,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2040,0.008627977499999972,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2045,0.008246029999999984,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Paraguay,2050,0.007922300000000012,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2020,1.567871094615425,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2025,1.6582299574146009,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2030,1.6907629559159245,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2035,1.7285616544524063,prm15_fix_wcost_re3_c2p1_tnt1
Argentina,Uruguay,2040,1.8334459702979173,prm15_fix_wcost_re3_c2p1_tnt1
