load_zone,scs_id,variable_om_cost_total,fuel_cost_total,startup_cost_total,capacity_cost,transmission_capacity_cost,mwh,MtCO2,total_costs,operations_cost_total,emis_policy,exist_trd,op_char,fixed_pv,pol,group,split_tx_cost,new_total_cost
Chile,prm15_wcost_re17_c2p1_t1,3913699922.924382,11405610327.426678,2.227352524641901e-09,10.957803850154235,0.0,878433556.575,281.68421129757894,26277114100.5053,15.31931025035106,0,1,17,1,"NoCut,Lim",11,0.0,26.27711410050529
Uruguay,prm15_wcost_re13_c2p1_t1,297142041.12534535,783408788.2327577,8613794.448265132,4.250995041679315,0.0,170565854.225,3.86042077305453,5340159665.485683,1.089164623806368,0,1,13,1,"NoCut,Lim",11,0.0,5.340159665485682
Chile,prm15_wcost_re18_c2p1_t1,3912710484.9311376,11478545473.970469,2.2273525246419013e-08,10.787729344260375,0.0,878433556.575,283.0343512844171,26178985303.16198,15.391255958901604,0,1,18,1,"NoCut,Lim",11,0.0,26.17898530316198
Brazil,prm15_wcost_re13_c2p1_t1,31837853445.06585,72853458027.95653,0.0,116.44731052565996,0.0,7114586509.525,775.4258178427426,221138621998.6824,104.69131147302237,0,1,13,1,"NoCut,Lim",11,0.0,221.13862199868237
Uruguay,prm15_wcost_re14_c2p1_t1,282098602.6386467,567710074.9978622,9272917.60249427,3.933907960298245,0.0,170565854.225,2.01022192194626,4792989555.537248,0.8590815952390032,0,1,14,1,"NoCut,Lim",11,0.0,4.792989555537248
Brazil,prm15_wcost_re8_c2p1_t1,30161571978.326088,60070731575.170364,0.0,120.7728678462562,0.0,7114586509.525,627.7792215946831,211005171399.75266,90.23230355349646,0,1,8,0,"NoCut,Lim",10,0.0,211.0051713997527
Uruguay,prm15_wcost_re15_c2p1_t1,277581145.602914,520622799.5366894,6074632.826936824,3.831701922579054,0.0,170565854.225,1.6628858429034703,4635980500.545593,0.8042785779665402,0,1,15,1,"NoCut,Lim",11,0.0,4.635980500545594
Brazil,prm15_wcost_re12_c2p1_t1,31285708596.202248,68377661311.65659,0.0,117.5784879091516,0.0,7114586509.525,718.3171812943696,217241857817.01044,99.66336990785884,0,1,12,1,"NoCut,Lim",11,0.0,217.24185781701044
Paraguay,prm15_wcost_re11_c2p1_t1,2359566843.1191897,375789012.4496551,6933505.370883359,2.4728402577942967,0.0,354890645.65000004,4.896312173347226,5215129618.734024,2.7422893609397283,0,1,11,1,"NoCut,Lim",11,0.0,5.215129618734025
Uruguay,prm15_wcost_re16_c2p1_t1,274785075.1840714,492328334.2488313,5002276.532746196,3.737009782014401,0.0,170565854.225,1.45791373520819,4509125467.98005,0.7721156859656491,0,1,16,1,"NoCut,Lim",11,0.0,4.50912546798005
Brazil,prm15_wcost_re11_c2p1_t1,29635105120.518,56018641002.71649,0.0,125.15616014288264,0.0,7114586509.525,568.2933415604746,210809906266.11716,85.6537461232345,0,1,11,1,"NoCut,Lim",11,0.0,210.8099062661172
Uruguay,prm15_wcost_re17_c2p1_t1,276410408.0140924,508429200.57663953,5334407.141446227,3.813734352410288,0.0,170565854.225,1.572982258420241,4603908368.142466,0.790174015732178,0,1,17,1,"NoCut,Lim",11,0.0,4.6039083681424655
Paraguay,prm15_wcost_re10_c2p1_t1,2354007010.9640026,346421902.4381401,7578104.012475257,2.3948600863127685,0.0,354890645.65000004,4.495431586118389,5102867103.727386,2.708007017414618,0,1,10,0,"NoCut,Lim",10,0.0,5.1028671037273865
Uruguay,prm15_wcost_re18_c2p1_t1,291700002.3799141,703021383.4634621,12410974.069392351,3.8283539564003375,0.0,170565854.225,3.1633423134418925,4835486316.313107,1.0071323599127684,0,1,18,1,"NoCut,Lim",11,0.0,4.835486316313107
Brazil,prm15_wcost_re14_c2p1_t1,31421922529.718067,69235887329.15689,0.0,117.61619516777672,0.0,7114586509.525,729.0755154118807,218274005026.65167,100.65780985887496,0,1,14,1,"NoCut,Lim",11,0.0,218.27400502665168
Brazil,prm15_wcost_re10_c2p1_t1,28147354222.58098,45406786297.41813,0.0,131.381909735471,0.0,7114586509.525,446.4512265230445,204936050255.47012,73.55414051999911,0,1,10,0,"NoCut,Lim",10,0.0,204.9360502554701
Uruguay,prm15_wcost_re19_c2p1_t1,292446464.24026734,712588072.9019067,10458690.140724232,3.802620020054917,0.0,170565854.225,3.2417680451295854,4818113247.337814,1.0154932272828985,0,1,19,1,"NoCut,Lim",11,0.0,4.818113247337815
Region-wide,prm15_wcost_re9_c2p1_t1,46221092506.5234,91047588892.40146,25295967.97824277,161.58204036416635,0.0,10201172370.5,1367.4610164236003,298876017731.06946,137.2939773669031,0,1,9,0,"NoCut,Lim",10,0.0,298.87601773106945
Argentina,prm15_wcost_re9_c2p1_t1,9840776457.301697,19884236562.18742,0.0,20.26568922824568,0.0,1682695804.525,486.5112764052409,49990702247.7348,29.72501301948911,0,1,9,0,"NoCut,Lim",10,0.0,49.99070224773479
Uruguay,prm15_wcost_re1_c2p1_t1,267184869.60944143,409086836.14190745,6714657.044485222,4.647895365732789,0.0,170565854.225,0.8261956741258598,5330881728.528623,0.6829863627958341,0,1,1,0,"NoCut,Lim",10,0.0,5.330881728528624
Chile,prm15_wcost_re9_c2p1_t1,3546542271.8934603,9837330983.519356,2192176.52181632,14.011004780176856,0.0,878433556.575,242.7150665333774,27397070212.11149,13.38606543193463,0,1,9,0,"NoCut,Lim",10,0.0,27.397070212111487
Uruguay,prm15_wcost_re20_c2p1_t1,273427104.8041873,471402328.7179601,3911092.168425113,3.625410083241204,0.0,170565854.225,1.2737635514648311,4374150608.931777,0.7487405256905725,0,1,20,1,"NoCut,Lim",11,0.0,4.374150608931777
Argentina,prm15_wcost_re8_c2p1_t1,9841100986.775738,19892304073.33129,0.0,20.24558329541372,0.0,1682695804.525,486.7443312115407,49978988355.52074,29.733405060107028,0,1,8,0,"NoCut,Lim",10,0.0,49.97898835552074
Uruguay,prm15_wcost_re2_c2p1_t1,276283377.9436009,511786407.5743026,15901732.942128643,4.669106090494943,0.0,170565854.225,1.618342125480431,5473077608.954976,0.8039715184600322,0,1,2,0,"NoCut,Lim",10,0.0,5.473077608954976
Chile,prm15_wcost_re10_c2p1_t1,3583508190.807274,9857206373.590605,42870.0596169062,14.062439090288152,0.0,878433556.575,243.42312285628225,27503196524.745647,13.440757434457494,0,1,10,0,"NoCut,Lim",10,0.0,27.503196524745643
Argentina,prm15_wcost_re7_c2p1_t1,9913236131.16693,20067257252.031456,0.0,21.404737858853064,0.0,1682695804.525,490.83003681659096,51385231242.05145,29.980493383198382,0,1,7,0,"NoCut,Lim",10,0.0,51.385231242051454
Uruguay,prm15_wcost_re3_c2p1_t1,290362505.53595537,691344318.7116239,15259109.812504169,3.5945644004408672,0.0,170565854.225,3.087168756822071,4591530334.500951,0.9969659340600836,0,1,3,0,"NoCut,Lim",10,0.0,4.591530334500951
Paraguay,prm15_wcost_re18_c2p1_t1,2403486775.210194,620119524.280839,7181176.128660644,2.216596639605487,0.0,354890645.65000004,8.136501889834669,5247384115.225181,3.030787475619694,0,1,18,1,"NoCut,Lim",11,0.0,5.247384115225181
Uruguay,prm15_wcost_re4_c2p1_t1,280129665.5656478,558866310.0605937,16791775.65249652,4.526978409321775,0.0,170565854.225,1.996370172955633,5382766160.600513,0.8557877512787381,0,1,4,0,"NoCut,Lim",10,0.0,5.3827661606005135
Brazil,prm15_wcost_re9_c2p1_t1,30183757936.823387,60296003742.81465,0.0,120.79343830039588,0.0,7114586509.525,630.4656835558849,211273199980.03397,90.47976167963805,0,1,9,0,"NoCut,Lim",10,0.0,211.27319998003392
Uruguay,prm15_wcost_re12_c2p1_t1,277741753.488633,520310253.7034733,5618835.224229193,3.902231949083983,0.0,170565854.225,1.6518400741181725,4705902791.500319,0.8036708424163355,0,1,12,1,"NoCut,Lim",11,0.0,4.705902791500319
Paraguay,prm15_wcost_re12_c2p1_t1,2400772773.9451537,605091305.0514457,6992410.370883356,2.2345405911939578,0.0,354890645.65000004,7.9360768838317455,5247397080.561441,3.0128564893674827,0,1,12,1,"NoCut,Lim",11,0.0,5.2473970805614405
Uruguay,prm15_wcost_re11_c2p1_t1,274603645.8552213,489814016.2513901,5655037.401408658,4.171209921541571,0.0,170565854.225,1.4366251992538897,4941282621.049592,0.77007269950802,0,1,11,1,"NoCut,Lim",11,0.0,4.941282621049592
Paraguay,prm15_wcost_re17_c2p1_t1,2400131496.2810774,601591329.7953972,6935304.368909776,2.238071997031008,0.0,354890645.65000004,7.890175319529644,5246730127.476393,3.0086581304453843,0,1,17,1,"NoCut,Lim",11,0.0,5.246730127476392
Brazil,prm15_wcost_re3_c2p1_t1,30312537075.412994,61256395695.62799,3.5637640394270413e-08,120.712073687883,0.0,7114586509.525,642.8690059282249,212281006458.924,91.568932771041,0,1,3,0,"NoCut,Lim",10,0.0,212.281006458924
Paraguay,prm15_wcost_re19_c2p1_t1,2403486775.210194,620119524.2808392,7181176.128660651,2.216596639605487,0.0,354890645.65000004,8.13650188983467,5247384115.225181,3.0307874756196944,0,1,19,1,"NoCut,Lim",11,0.0,5.247384115225182
Paraguay,prm15_wcost_re1_c2p1_t1,2353167638.461543,341147124.2501561,7578104.012475265,2.4177968687418336,0.0,354890645.65000004,4.43187670700798,5119689735.466008,2.7018928667241746,0,1,1,0,"NoCut,Lim",10,0.0,5.119689735466008
Brazil,prm15_wcost_re2_c2p1_t1,29698823175.649773,56503904633.34901,0.0,122.5134780686221,0.0,7114586509.525,581.7011805483166,208716205877.62088,86.20272780899877,0,1,2,0,"NoCut,Lim",10,0.0,208.7162058776209
Paraguay,prm15_wcost_re16_c2p1_t1,2360253510.282761,379499432.0604872,6933505.37088337,2.4878351868357997,0.0,354890645.65000004,4.942052783225528,5234521634.549932,2.746686447714132,0,1,16,1,"NoCut,Lim",11,0.0,5.234521634549931
Paraguay,prm15_wcost_re20_c2p1_t1,2359685873.3151164,376997746.6981251,7517722.764127467,2.4554624252001824,0.0,354890645.65000004,4.906477446979116,5199663767.977552,2.744201342777369,0,1,20,1,"NoCut,Lim",11,0.0,5.199663767977551
Brazil,prm15_wcost_re5_c2p1_t1,29572738689.142357,55582487196.89505,0.0,123.09133371646033,0.0,7114586509.525,570.1970798840956,208246559602.4977,85.1552258860374,0,1,5,0,"NoCut,Lim",10,0.0,208.2465596024977
Brazil,prm15_wcost_re20_c2p1_t1,29274727945.529408,53811921882.12149,0.0,126.02665701907782,0.0,7114586509.525,542.8300630284982,209113306846.72876,83.08664982765089,0,1,20,1,"NoCut,Lim",11,0.0,209.1133068467287
Paraguay,prm15_wcost_re2_c2p1_t1,2363927115.823421,400862771.426272,7578104.012475274,2.406691455327034,0.0,354890645.65000004,5.218175474832528,5179059446.589202,2.7723679912621684,0,1,2,0,"NoCut,Lim",10,0.0,5.179059446589203
Paraguay,prm15_wcost_re3_c2p1_t1,2363927115.823421,400862771.4262719,7578104.012475256,2.406691455327034,0.0,354890645.65000004,5.218175474832528,5179059446.589202,2.7723679912621684,0,1,3,0,"NoCut,Lim",10,0.0,5.179059446589203
Brazil,prm15_wcost_re1_c2p1_t1,28248536590.83584,46069678578.4334,0.0,130.8550269862393,0.0,7114586509.525,454.68694914395337,205173242155.50854,74.31821516926924,0,1,1,0,"NoCut,Lim",10,0.0,205.17324215550852
Paraguay,prm15_wcost_re15_c2p1_t1,2400166427.5462213,601785871.9913442,6935304.368909774,2.238279811754533,0.0,354890645.65000004,7.892757738059915,5247167415.661008,3.008887603906475,0,1,15,1,"NoCut,Lim",11,0.0,5.247167415661008
Paraguay,prm15_wcost_re4_c2p1_t1,2363927115.823421,400862771.426272,7578104.012475274,2.406691455327034,0.0,354890645.65000004,5.218175474832527,5179059446.589202,2.7723679912621684,0,1,4,0,"NoCut,Lim",10,0.0,5.179059446589203
Brazil,prm15_wcost_re19_c2p1_t1,31782120893.72553,72390709867.15117,0.0,116.67750651995102,0.0,7114586509.525,768.7641727102072,220850337280.8277,104.17283076087668,0,1,19,1,"NoCut,Lim",11,0.0,220.8503372808277
Paraguay,prm15_wcost_re5_c2p1_t1,2363845322.432855,400407240.6646696,7578104.012475257,2.4059016431862053,0.0,354890645.65000004,5.212128606315684,5177732310.296205,2.77183066711,0,1,5,0,"NoCut,Lim",10,0.0,5.177732310296205
Brazil,prm15_wcost_re6_c2p1_t1,28843209108.34931,50472156015.97052,0.0,125.42438991554975,0.0,7114586509.525,508.1636231446452,204739755039.8696,79.31536512431983,0,1,6,0,"NoCut,Lim",10,0.0,204.7397550398696
Paraguay,prm15_wcost_re6_c2p1_t1,2352650366.9410915,338162813.1666118,7578104.01247526,2.422308151718514,0.0,354890645.65000004,4.389068551031729,5120699435.838692,2.6983912841201785,0,1,6,0,"NoCut,Lim",10,0.0,5.120699435838692
Brazil,prm15_wcost_re18_c2p1_t1,31588208442.79432,70884287528.74196,0.0,117.94910111645532,0.0,7114586509.525,750.5572849863462,220421597087.9916,102.47249597153628,0,1,18,1,"NoCut,Lim",11,0.0,220.4215970879916
Paraguay,prm15_wcost_re14_c2p1_t1,2403485068.423176,620110018.696282,7179377.130634233,2.2165966396054864,0.0,354890645.65000004,8.136375709508691,5247371103.855578,3.030774464250092,0,1,14,1,"NoCut,Lim",11,0.0,5.247371103855579
Paraguay,prm15_wcost_re7_c2p1_t1,2362705795.1550727,394164365.8697627,7578104.012475256,2.406025137206224,0.0,354890645.65000004,5.132451993993909,5170473402.243534,2.764448265037311,0,1,7,0,"NoCut,Lim",10,0.0,5.170473402243535
Brazil,prm15_wcost_re17_c2p1_t1,30786363347.378426,64652010966.290215,0.0,119.38871848285386,0.0,7114586509.525,670.2294191413708,214827092796.5225,95.43837431366865,0,1,17,1,"NoCut,Lim",11,0.0,214.8270927965225
Paraguay,prm15_wcost_re8_c2p1_t1,2363927115.823421,400862771.426272,7578104.012475262,2.406691455327034,0.0,354890645.65000004,5.218175474832528,5179059446.589202,2.7723679912621684,0,1,8,0,"NoCut,Lim",10,0.0,5.179059446589203
Paraguay,prm15_wcost_re13_c2p1_t1,2403424682.7804327,619773380.1021669,7129149.2744602645,2.2168655790801743,0.0,354890645.65000004,8.131896757500588,5247192791.237234,3.03032721215706,0,1,13,1,"NoCut,Lim",11,0.0,5.247192791237234
Paraguay,prm15_wcost_re9_c2p1_t1,2363927115.823421,400862771.426272,7578104.012475267,2.406691455327034,0.0,354890645.65000004,5.218175474832528,5179059446.589202,2.7723679912621684,0,1,9,0,"NoCut,Lim",10,0.0,5.179059446589203
Brazil,prm15_wcost_re16_c2p1_t1,29966907563.629715,58052592526.00281,0.0,124.13072920835576,0.0,7114586509.525,590.805736867574,212150229297.98828,88.01950008963252,0,1,16,1,"NoCut,Lim",11,0.0,212.1502292979883
Brazil,prm15_wcost_re7_c2p1_t1,29373438818.65747,54202308586.31556,0.0,123.52612148334704,0.0,7114586509.525,552.605091402372,207101868888.32007,83.57574740497303,0,1,7,0,"NoCut,Lim",10,0.0,207.10186888832007
Uruguay,prm15_wcost_re10_c2p1_t1,266767419.100112,405492176.9112822,5211151.501687394,4.0955571490294345,0.0,170565854.225,0.8030086082941033,4773027896.542516,0.6774707475130816,0,1,10,0,"NoCut,Lim",10,0.0,4.773027896542517
Brazil,prm15_wcost_re15_c2p1_t1,30982892702.625904,66153755822.59895,0.0,118.95404506546387,0.0,7114586509.525,690.0568351137821,216090693590.68872,97.13664852522486,0,1,15,1,"NoCut,Lim",11,0.0,216.09069359068872
Argentina,prm15_wcost_re6_c2p1_t1,9756797105.290768,19512749656.000244,0.0,22.98613249952223,0.0,1682695804.525,477.2390225450279,52255679260.81324,29.26954676129101,0,1,6,0,"NoCut,Lim",10,0.0,52.255679260813245
Uruguay,prm15_wcost_re5_c2p1_t1,273151402.6755549,474681447.5497811,15592853.060895575,4.6934733252584575,0.0,170565854.225,1.3250217233449622,5456899028.544688,0.7634257032862315,0,1,5,0,"NoCut,Lim",10,0.0,5.456899028544689
Chile,prm15_wcost_re8_c2p1_t1,3546544794.880127,9837344750.327955,2192176.521816324,14.134328663316312,0.0,878433556.575,242.71541506017743,27520410385.04621,13.386081721729898,0,1,8,0,"NoCut,Lim",10,0.0,27.52041038504621
Argentina,prm15_wcost_re17_c2p1_t1,9637059979.701736,19178625016.48653,0.0,23.371612665931117,0.0,1682695804.525,470.02554158210177,52187297662.119385,28.81568499618827,0,1,17,1,"NoCut,Lim",11,0.0,52.18729766211938
Region-wide,prm15_wcost_re17_c2p1_t1,47013665154.29971,96346266840.57549,12269711.510356003,159.7699413483805,0.0,10201172370.5,1431.4023295990014,303142143054.76605,143.37220170638554,0,1,17,1,"NoCut,Lim",11,0.0,303.14214305476605
Chile,prm15_wcost_re7_c2p1_t1,3558470190.1765766,9789841191.414824,90908.49740480132,14.298992667459324,0.0,878433556.575,241.48997571875225,27647394957.54813,13.348402290088806,0,1,7,0,"NoCut,Lim",10,0.0,27.64739495754813
Region-wide,prm15_wcost_re18_c2p1_t1,48382060858.00973,104702968168.93031,19592150.19805304,154.93921001648434,0.0,10201172370.5,1559.512095441229,308043831193.62244,153.10462117713809,0,1,18,1,"NoCut,Lim",11,0.0,308.04383119362245
Chile,prm15_wcost_re14_c2p1_t1,3912799656.64076,11428415236.595842,8.622009772807358e-09,11.215191564761817,0.0,878433556.575,281.9958914019698,26556406457.998417,15.341214893236602,0,1,14,1,"NoCut,Lim",11,0.0,26.556406457998417
Region-wide,prm15_wcost_re19_c2p1_t1,48543775519.40121,106138827066.63348,17639866.26938489,153.74248210029887,0.0,10201172370.5,1575.879508082876,308442724552.6029,154.70024245230405,0,1,19,1,"NoCut,Lim",11,0.0,308.4427245526029
Argentina,prm15_wcost_re16_c2p1_t1,9334440462.756945,18185534320.736057,0.0,24.44080648411205,0.0,1682695804.525,445.7643597833604,51960781267.60505,27.519974783493,0,1,16,1,"NoCut,Lim",11,0.0,51.96078126760506
Chile,prm15_wcost_re2_c2p1_t1,3555012562.88417,9823042354.3816,967806.0373567411,14.040283302374714,0.0,878433556.575,242.25647991133044,27419306025.67784,13.379022723303128,0,1,2,0,"NoCut,Lim",10,0.0,27.41930602567784
Region-wide,prm15_wcost_re1_c2p1_t1,44020626178.20201,75555076385.18044,14335631.116577394,174.44987939001464,0.0,10201172370.5,1165.1911321717016,294039917584.51373,119.59003819449904,0,1,1,0,"NoCut,Lim",10,0.0,294.03991758451366
Argentina,prm15_wcost_re15_c2p1_t1,9639181281.123594,19188835669.615917,0.0,22.81576848260569,0.0,1682695804.525,470.3182940694308,51643785433.3452,28.82801695073951,0,1,15,1,"NoCut,Lim",11,0.0,51.6437854333452
Region-wide,prm15_wcost_re20_c2p1_t1,45182454780.901054,84142871263.74284,11428814.932552597,167.70942317341525,0.0,10201172370.5,1273.0994152018209,297046178032.9917,129.33675485957644,0,1,20,1,"NoCut,Lim",11,0.0,297.0461780329917
Chile,prm15_wcost_re20_c2p1_t1,3907400120.134331,11227662765.801386,1.5447767509613186e-08,11.384844938782592,0.0,878433556.575,276.96118263928247,26519907824.718307,15.135062885935715,0,1,20,1,"NoCut,Lim",11,0.0,26.519907824718302
Region-wide,prm15_wcost_re2_c2p1_t1,45743369700.90549,87155417450.09421,24447642.99196066,164.65538906533143,0.0,10201172370.5,1318.0970534169708,297578623859.32306,132.92323479399164,0,1,2,0,"NoCut,Lim",10,0.0,297.57862385932305
Argentina,prm15_wcost_re14_c2p1_t1,9660334565.565386,19283094146.46561,0.0,22.74149551724101,0.0,1682695804.525,472.4663243117273,51684924229.272,28.943428712031,0,1,14,1,"NoCut,Lim",11,0.0,51.684924229272006
Chile,prm15_wcost_re15_c2p1_t1,3913990304.953399,11416372848.263,0.0,11.034790745574258,0.0,878433556.575,281.9128828793122,26365153898.790653,15.330363153216398,0,1,15,1,"NoCut,Lim",11,0.0,26.365153898790656
Region-wide,prm15_wcost_re3_c2p1_t1,46360808997.56834,92083721475.10551,23863411.8117597,160.6261878855199,0.0,10201172370.5,1380.6916331811296,299094581770.0055,138.46839388448564,0,1,3,0,"NoCut,Lim",10,0.0,299.0945817700055
Argentina,prm15_wcost_re13_c2p1_t1,10273818802.394976,21313375161.964027,0.0,19.318582373642773,0.0,1682695804.525,521.7795050384777,50905776338.00178,31.587193964359003,0,1,13,1,"NoCut,Lim",11,0.0,50.90577633800177
Region-wide,prm15_wcost_re4_c2p1_t1,45839841224.08247,87765501781.21225,25438765.14916157,164.511167446434,0.0,10201172370.5,1325.7187443983023,298141949216.87787,133.63078177044386,0,1,4,0,"NoCut,Lim",10,0.0,298.1419492168779
Chile,prm15_wcost_re1_c2p1_t1,3583183599.323763,9849689435.141508,42870.059616907245,14.0771343344739,0.0,878433556.575,243.27096046008023,27510050238.998787,13.432915904524886,0,1,1,0,"NoCut,Lim",10,0.0,27.510050238998787
Region-wide,prm15_wcost_re5_c2p1_t1,45658450975.17532,86318720454.59251,23605393.990329225,165.0831695963465,0.0,10201172370.5,1309.194174605679,297083946420.1046,132.00077682375817,0,1,5,0,"NoCut,Lim",10,0.0,297.08394642010467
Argentina,prm15_wcost_re12_c2p1_t1,9646573614.518265,19233780954.810127,0.0,22.694686407866136,0.0,1682695804.525,471.53190139970246,51575040977.19453,28.880354569328397,0,1,12,1,"NoCut,Lim",11,0.0,51.575040977194526
Region-wide,prm15_wcost_re6_c2p1_t1,44780650617.61037,80536004199.26347,16654220.762937289,169.9334171722672,0.0,10201172370.5,1232.668207914733,295266726209.904,125.33330903763678,0,1,6,0,"NoCut,Lim",10,0.0,295.266726209904
Chile,prm15_wcost_re16_c2p1_t1,3908528181.4959774,11323919779.268732,4.454705049283802e-09,11.09130097145358,0.0,878433556.575,279.23641650218553,26323748932.21829,15.23244796076471,0,1,16,1,"NoCut,Lim",11,0.0,26.32374893221829
Argentina,prm15_wcost_re11_c2p1_t1,9495904955.323685,18695202899.35292,0.0,21.087222298298077,0.0,1682695804.525,458.0116989659255,49278330152.97468,28.1911078546766,0,1,11,1,"NoCut,Lim",11,0.0,49.27833015297467
Region-wide,prm15_wcost_re7_c2p1_t1,45480658523.322014,84923058370.40802,23021636.7701165,166.30904290265352,0.0,10201172370.5,1291.3371743542916,296735781433.1537,130.42673853050016,0,1,7,0,"NoCut,Lim",10,0.0,296.7357814331537
Chile,prm15_wcost_re19_c2p1_t1,3912687972.329629,11486048112.38152,6.215032044565305e-09,10.952107890243758,0.0,878433556.575,283.19755424567006,26350843974.954903,15.39873608471115,0,1,19,1,"NoCut,Lim",11,0.0,26.350843974954905
Region-wide,prm15_wcost_re8_c2p1_t1,46198425603.43337,90821491870.53809,25807559.6699241,161.6866818922028,0.0,10201172370.5,1364.940132694035,298732406925.8442,137.04572503364136,0,1,8,0,"NoCut,Lim",10,0.0,298.7324069258442
Argentina,prm15_wcost_re10_c2p1_t1,9406854234.395935,18330662948.51624,0.0,23.4430347851533,0.0,1682695804.525,448.47894309706487,51180551968.06548,27.73751718291218,0,1,10,0,"NoCut,Lim",10,0.0,51.18055196806547
Chile,prm15_wcost_re3_c2p1_t1,3554133951.3150063,9839584333.862904,1026197.9867802372,12.426084322629317,0.0,878433556.575,242.6554382187823,25820828805.794006,13.39474448316469,0,1,3,0,"NoCut,Lim",10,0.0,25.820828805794008
Argentina,prm15_wcost_re18_c2p1_t1,10185955152.69416,21016994258.473587,1.7818820197135207e-08,20.15742895976281,0.0,1682695804.525,514.6206149671889,51360378370.93056,31.202949411167747,0,1,18,1,"NoCut,Lim",11,0.0,51.36037837093056
Brazil,prm15_wcost_re4_c2p1_t1,29802089934.56114,57100716827.9674,1.7244019545614716e-08,124.13074776216229,0.0,7114586509.525,589.7578784411855,211033554524.69083,86.90280676252853,0,1,4,0,"NoCut,Lim",10,0.0,211.0335545246908
Argentina,prm15_wcost_re2_c2p1_t1,9849323468.604525,19915821283.36303,0.0,21.02583014851264,0.0,1682695804.525,487.3028753570106,50790974900.48019,29.76514475196755,0,1,2,0,"NoCut,Lim",10,0.0,50.790974900480194
Argentina,prm15_wcost_re3_c2p1_t1,9839848349.48096,19895534355.47672,0.0,21.48677401923968,0.0,1682695804.525,486.8618448024678,51222156724.19736,29.73538270495768,0,1,3,0,"NoCut,Lim",10,0.0,51.22215672419736
Uruguay,prm15_wcost_re9_c2p1_t1,286088724.68143845,629154832.4537535,15525687.44395118,4.105216600020881,0.0,170565854.225,2.550814454264748,5035985844.600025,0.930769244579143,0,1,9,0,"NoCut,Lim",10,0.0,5.035985844600025
Uruguay,prm15_wcost_re8_c2p1_t1,285280727.62799585,620248700.2821829,16037279.13563251,4.127210631889536,0.0,170565854.225,2.4829893528009563,5048777338.935348,0.9215667070458112,0,1,8,0,"NoCut,Lim",10,0.0,5.048777338935348
Region-wide,prm15_wcost_re10_c2p1_t1,43758491077.84831,74346569698.87439,12832125.573779557,175.37780084625467,0.0,10201172370.5,1143.651732670804,293495693748.55115,118.11789290229646,0,1,10,0,"NoCut,Lim",10,0.0,293.4956937485512
Region-wide,prm15_wcost_re16_c2p1_t1,45844914793.34946,88433874392.31693,11935781.903629571,165.8876816327716,0.0,10201172370.5,1322.2064796715536,300178406600.3416,134.29072496757,0,1,16,1,"NoCut,Lim",11,0.0,300.1784066003416
Chile,prm15_wcost_re12_c2p1_t1,3912892910.299651,11426248145.100338,0.0,11.05140947626172,0.0,878433556.575,281.9416418975036,26390550531.661705,15.33914105539999,0,1,12,1,"NoCut,Lim",11,0.0,26.39055053166171
Region-wide,prm15_wcost_re11_c2p1_t1,45672243567.21435,86822688974.38556,12588542.772292018,165.4553089729996,0.0,10201172370.5,1309.811902310369,297962830057.37177,132.5075210843722,0,1,11,1,"NoCut,Lim",11,0.0,297.96283005737183
Chile,prm15_wcost_re5_c2p1_t1,3555595337.25791,9814200378.239166,434436.9169583925,12.59238727744834,0.0,878433556.575,242.0250031104562,25962617429.862373,13.370230152414036,0,1,5,0,"NoCut,Lim",10,0.0,25.962617429862373
Argentina,prm15_wcost_re20_c2p1_t1,9367213737.118015,18254886540.40388,0.0,24.21704870711344,0.0,1682695804.525,447.1279285355961,51839148984.63533,27.62210027752189,0,1,20,1,"NoCut,Lim",11,0.0,51.83914898463533
Argentina,prm15_wcost_re4_c2p1_t1,9840190949.144924,19887758634.227016,0.0,19.400163729444337,0.0,1682695804.525,486.6268874240961,49128113312.81628,29.72794958337194,0,1,4,0,"NoCut,Lim",10,0.0,49.12811331281628
Chile,prm15_wcost_re6_c2p1_t1,3560609600.3919,9803679660.309135,42870.05961690727,14.895134404188836,0.0,878433556.575,242.0574571284624,28259466534.94949,13.364332130760651,0,1,6,0,"NoCut,Lim",10,0.0,28.259466534949485
Uruguay,prm15_wcost_re7_c2p1_t1,272807588.16595984,469486974.77641314,15352624.260236442,4.673165755787861,0.0,170565854.225,1.279618422582445,5430812942.990471,0.7576471872026095,0,1,7,0,"NoCut,Lim",10,0.0,5.430812942990471
Region-wide,prm15_wcost_re12_c2p1_t1,47523689648.45395,100163091970.32198,12611245.59511255,157.46135633355738,0.0,10201172370.5,1481.3786415495256,305160749197.9284,147.69939286437108,0,1,12,1,"NoCut,Lim",11,0.0,305.16074919792845
Region-wide,prm15_wcost_re13_c2p1_t1,48724573270.93383,107069218054.60628,15742943.7227254,153.03422494158653,0.0,10201172370.5,1592.556917905643,308843759210.84937,155.80953426926283,0,1,13,1,"NoCut,Lim",11,0.0,308.8437592108494
Argentina,prm15_wcost_re1_c2p1_t1,9568553479.97142,18885474411.21346,0.0,22.452025834826845,0.0,1682695804.525,461.9751501865342,50906053726.01173,28.45402789118488,0,1,1,0,"NoCut,Lim",10,0.0,50.90605372601172
Chile,prm15_wcost_re4_c2p1_t1,3553503558.987336,9817297237.530962,1068885.4841897574,14.046586090178549,0.0,878433556.575,242.11943288523256,27418455772.18104,13.371869682002488,0,1,4,0,"NoCut,Lim",10,0.0,27.41845577218104
