project,period,specified_capacity_mw,specified_capacity_mwh
p_wind_Argentina_AR1013,2040,0.0,
p_solar_Brazil_BR927,2030,0.0,
p_wind_Argentina_AR863,2050,0.0,
p_wind_Argentina_AR911,2050,1470.0,
p_wind_Argentina_AR246,2025,0.0,
p_solar_Brazil_BR1360,2020,0.0,
p_wind_Argentina_AR1078,2030,0.0,
p_wind_Brazil_BR1098,2050,0.0,
p_solar_Brazil_BR2803,2035,204.6,
p_wind_Brazil_BR1158,2030,0.0,
p_solar_Brazil_BR971,2050,123.1,
p_wind_Argentina_AR871,2020,0.0,
p_solar_Brazil_BR2079,2035,0.0,
p_solar_Brazil_BR2040,2030,0.0,
p_wind_Argentina_AR1040,2045,0.0,
p_wind_Argentina_AR123,2035,0.0,
p_solar_Brazil_BR1134,2030,0.0,
p_wind_Argentina_AR204,2020,0.0,
p_solar_Brazil_BR1022,2030,0.0,
p_wind_Brazil_BR1221,2045,0.0,
p_solar_Brazil_BR2222,2020,0.0,
p_wind_Uruguay_UY12,2035,0.0,
p_solar_Brazil_BR2539,2020,0.0,
p_solar_Brazil_BR876,2025,0.0,
P_Paraguay_Coal_IGCC,2045,0.0,
p_solar_Chile_CL198,2050,0.0,
p_wind_Uruguay_UY43,2025,0.0,
p_solar_Argentina_AR380,2050,128.5,
p_solar_Argentina_AR457,2050,0.0,
p_solar_Paraguay_PY106,2040,0.0,
p_solar_Brazil_BR2421,2035,0.0,
P_Argentina_Gas_OCGT,2035,0.0,
p_solar_Chile_CL256,2025,0.0,
p_solar_Argentina_AR89,2020,0.0,
p_wind_Argentina_AR617,2035,0.0,
p_solar_Chile_CL131,2025,0.0,
p_wind_Argentina_AR690,2020,0.0,
p_solar_Chile_CL274,2035,0.0,
P_Chile_Biomass,2050,0.0,
P_Chile_Geothermal,2045,200.0,
p_solar_Brazil_BR968,2030,0.0,
p_solar_Brazil_BR2652,2020,0.0,
p_solar_Chile_CL253,2020,0.0,
p_wind_Paraguay_PY21,2040,0.0,
p_solar_Brazil_BR1976,2050,166.4,
p_wind_Argentina_AR878,2040,0.0,
p_wind_Argentina_AR966,2030,0.0,
p_solar_Paraguay_PY119,2040,0.0,
p_wind_Brazil_BR2825,2035,0.0,
p_solar_Argentina_AR236,2020,0.0,
p_solar_Argentina_AR13,2035,0.0,
p_solar_Argentina_AR662,2050,0.0,
p_solar_Argentina_AR59,2040,0.0,
p_wind_Brazil_BR2754,2045,1593.0,
p_wind_Uruguay_UY40,2045,0.0,
p_wind_Paraguay_PY45,2040,0.0,
p_wind_Argentina_AR87,2040,954.0,
p_wind_Argentina_AR575,2030,0.0,
p_solar_Brazil_BR2030,2040,166.9,
p_solar_Brazil_BR979,2025,0.0,
p_solar_Argentina_AR253,2025,0.0,
p_wind_Argentina_AR457,2020,0.0,
p_wind_Argentina_AR952,2020,0.0,
p_solar_Argentina_AR735,2025,0.0,
p_solar_Brazil_BR2135,2025,0.0,
p_solar_Argentina_AR92,2020,0.0,
p_solar_Brazil_BR2762,2020,0.0,
p_solar_Argentina_AR726,2050,0.0,
p_solar_Argentina_AR408,2035,0.0,
p_solar_Brazil_BR1148,2030,0.0,
p_solar_Brazil_BR2571,2040,185.9,
p_solar_Chile_CL187,2020,0.0,
p_solar_Argentina_AR620,2030,0.0,
p_solar_Brazil_BR2128,2025,0.0,
p_solar_Argentina_AR385,2020,0.0,
p_solar_Brazil_BR2676,2040,182.2,
p_solar_Paraguay_PY48,2030,0.0,
p_solar_Brazil_BR1031,2025,0.0,
p_solar_Paraguay_PY97,2040,0.0,
p_wind_Brazil_BR1576,2020,0.0,
p_wind_Brazil_BR2613,2030,0.0,
p_solar_Argentina_AR553,2030,0.0,
p_wind_Argentina_AR429,2040,0.0,
p_solar_Brazil_BR2639,2040,186.5,
p_wind_Argentina_AR1105,2045,0.0,
p_solar_Chile_CL180,2040,0.0,
p_solar_Brazil_BR1693,2045,147.6,
p_wind_Argentina_AR999,2045,0.0,
p_solar_Brazil_BR681,2025,0.0,
p_solar_Argentina_AR328,2040,0.0,
p_wind_Brazil_BR2788,2020,0.0,
P_Paraguay_Diesel,2040,0.0,
p_solar_Chile_CL262,2050,0.0,
p_solar_Argentina_AR243,2050,0.0,
p_wind_Argentina_AR797,2030,0.0,
p_solar_Brazil_BR1697,2045,82.6,
p_wind_Argentina_AR809,2040,0.0,
p_wind_Argentina_AR54,2030,0.0,
p_wind_Argentina_AR32,2020,0.0,
p_wind_Brazil_BR1430,2035,0.0,
p_solar_Uruguay_UY13,2045,0.0,
p_solar_Brazil_BR1328,2025,0.0,
p_solar_Brazil_BR1211,2035,0.0,
p_solar_Argentina_AR602,2045,0.0,
p_wind_Argentina_AR859,2045,0.0,
p_wind_Chile_CL22,2025,0.0,
p_solar_Chile_CL71,2045,0.0,
p_wind_Chile_CL268,2050,0.0,
p_solar_Chile_CL126,2035,0.0,
p_solar_Chile_CL277,2025,0.0,
p_wind_Argentina_AR890,2040,0.0,
p_solar_Argentina_AR179,2045,0.0,
p_solar_Brazil_BR1679,2025,0.0,
p_solar_Brazil_BR1143,2020,0.0,
p_solar_Argentina_AR579,2045,0.0,
P_Argentina_Coal_IGCC,2045,0.0,
p_wind_Argentina_AR458,2050,0.0,
p_solar_Argentina_AR369,2025,0.0,
p_solar_Argentina_AR146,2050,0.0,
p_wind_Uruguay_UY44,2035,0.0,
p_solar_Argentina_AR658,2025,0.0,
p_wind_Argentina_AR257,2030,0.0,
p_wind_Argentina_AR169,2035,0.0,
p_wind_Argentina_AR558,2035,0.0,
p_wind_Argentina_AR607,2020,0.0,
p_solar_Argentina_AR90,2020,0.0,
p_wind_Paraguay_PY24,2045,0.0,
p_solar_Argentina_AR33,2045,0.0,
p_solar_Brazil_BR1039,2040,149.4,
p_wind_Argentina_AR730,2050,0.0,
p_wind_Argentina_AR85,2045,876.0,
p_wind_Brazil_BR2717,2040,0.0,
p_wind_Chile_CL191,2030,0.0,
p_solar_Argentina_AR666,2020,0.0,
p_wind_Argentina_AR1056,2050,1515.0,
p_solar_Brazil_BR2297,2040,174.5,
p_solar_Argentina_AR430,2020,0.0,
p_wind_Argentina_AR308,2020,0.0,
p_solar_Argentina_AR455,2035,0.0,
p_wind_Chile_CL305,2035,0.0,
p_solar_Brazil_BR2642,2045,164.6,
p_solar_Brazil_BR2428,2045,163.6,
p_solar_Brazil_BR2532,2045,191.8,
p_solar_Brazil_BR2717,2050,179.3,
p_solar_Argentina_AR357,2040,0.0,
p_solar_Argentina_AR414,2020,0.0,
p_solar_Chile_CL172,2035,0.0,
p_wind_Argentina_AR456,2020,0.0,
p_wind_Brazil_BR2803,2050,1800.0,
p_solar_Argentina_AR516,2050,0.0,
p_solar_Paraguay_PY133,2050,117.0,
p_solar_Argentina_AR694,2040,0.0,
p_solar_Brazil_BR2455,2040,201.9,
p_solar_Chile_CL232,2035,0.0,
p_wind_Argentina_AR691,2045,0.0,
p_solar_Argentina_AR332,2030,0.0,
p_wind_Chile_CL18,2045,0.0,
p_solar_Brazil_BR2090,2030,0.0,
p_solar_Argentina_AR846,2025,0.0,
p_solar_Chile_CL134,2045,0.0,
p_wind_Argentina_AR414,2040,0.0,
p_solar_Argentina_AR448,2045,0.0,
p_solar_Brazil_BR2529,2045,182.3,
p_solar_Brazil_BR1192,2020,0.0,
p_wind_Argentina_AR901,2040,0.0,
p_solar_Brazil_BR1883,2045,125.2,
p_solar_Argentina_AR449,2045,0.0,
p_wind_Argentina_AR880,2040,0.0,
p_solar_Brazil_BR1481,2050,130.5,
p_wind_Argentina_AR986,2045,0.0,
p_solar_Argentina_AR581,2040,0.0,
p_solar_Chile_CL261,2035,0.0,
p_solar_Uruguay_UY51,2030,0.0,
p_wind_Argentina_AR1075,2030,0.0,
p_solar_Brazil_BR1764,2040,147.3,
p_solar_Argentina_AR612,2020,0.0,
p_wind_Argentina_AR126,2045,804.0,
p_solar_Brazil_BR983,2020,0.0,
p_wind_Argentina_AR841,2035,0.0,
p_wind_Argentina_AR370,2035,0.0,
p_solar_Brazil_BR2492,2025,0.0,
p_solar_Brazil_BR2530,2025,0.0,
p_solar_Brazil_BR2746,2040,153.1,
p_solar_Argentina_AR310,2020,0.0,
p_solar_Brazil_BR2650,2045,164.5,
p_wind_Argentina_AR732,2035,0.0,
p_wind_Uruguay_UY9,2025,0.0,
p_solar_Brazil_BR1984,2035,168.3,
p_solar_Brazil_BR2827,2030,183.6,
p_wind_Argentina_AR563,2030,0.0,
p_solar_Brazil_BR2800,2045,167.9,
p_solar_Brazil_BR917,2025,0.0,
p_solar_Paraguay_PY126,2030,0.0,
p_wind_Brazil_BR2826,2050,1793.999999999,
p_solar_Argentina_AR802,2020,0.0,
p_wind_Argentina_AR162,2050,267.0,
p_solar_Argentina_AR306,2035,0.0,
p_solar_Brazil_BR2207,2025,0.0,
p_solar_Brazil_BR2299,2020,0.0,
p_solar_Brazil_BR2794,2045,194.3,
p_wind_Argentina_AR970,2050,0.0,
p_wind_Chile_CL215,2030,0.0,
p_wind_Paraguay_PY14,2050,0.0,
p_solar_Brazil_BR1335,2025,0.0,
p_solar_Brazil_BR2253,2045,164.0,
p_solar_Chile_CL226,2045,0.0,
p_solar_Brazil_BR2774,2035,192.1,
p_solar_Uruguay_UY53,2035,91.0,
p_wind_Chile_CL5,2050,0.0,
p_wind_Argentina_AR320,2040,321.890596935,
p_wind_Argentina_AR926,2035,0.0,
p_solar_Argentina_AR309,2035,0.0,
p_wind_Brazil_BR2804,2025,0.0,
p_solar_Chile_CL238,2050,0.0,
p_wind_Argentina_AR616,2050,366.0,
p_wind_Brazil_BR1838,2030,0.0,
p_solar_Argentina_AR450,2020,0.0,
p_solar_Argentina_AR367,2050,0.0,
p_solar_Argentina_AR458,2040,0.0,
p_solar_Brazil_BR1825,2025,0.0,
p_solar_Brazil_BR2779,2025,0.0,
p_solar_Argentina_AR879,2030,0.0,
p_solar_Paraguay_PY58,2020,0.0,
p_wind_Argentina_AR297,2035,0.0,
p_wind_Argentina_AR419,2035,0.0,
p_solar_Argentina_AR283,2030,0.0,
p_solar_Brazil_BR2028,2040,173.6,
p_solar_Brazil_BR2211,2045,170.0,
p_wind_Argentina_AR692,2040,0.0,
p_solar_Argentina_AR586,2045,0.0,
p_solar_Argentina_AR845,2025,0.0,
p_solar_Chile_CL252,2050,0.0,
p_wind_Argentina_AR760,2030,0.0,
p_solar_Brazil_BR2606,2030,0.0,
p_solar_Argentina_AR35,2035,0.0,
p_solar_Argentina_AR693,2025,0.0,
p_wind_Brazil_BR2770,2030,0.0,
p_solar_Brazil_BR2177,2025,0.0,
p_wind_Argentina_AR306,2045,441.0,
p_wind_Brazil_BR1504,2030,0.0,
p_solar_Chile_CL193,2020,0.0,
p_solar_Brazil_BR1864,2035,0.0,
p_solar_Argentina_AR232,2045,0.0,
p_wind_Brazil_BR2444,2040,0.0,
p_wind_Argentina_AR992,2040,0.0,
p_wind_Brazil_BR2784,2025,0.0,
p_solar_Brazil_BR2420,2035,200.1,
p_solar_Brazil_BR1987,2045,141.3,
p_wind_Argentina_AR902,2040,0.0,
p_solar_Argentina_AR244,2030,0.0,
p_wind_Argentina_AR924,2040,0.0,
p_solar_Argentina_AR238,2040,0.0,
p_wind_Uruguay_UY15,2020,0.0,
p_solar_Chile_CL248,2045,0.0,
p_wind_Brazil_BR1360,2030,0.0,
p_solar_Brazil_BR1258,2040,154.3,
p_solar_Brazil_BR1996,2050,122.9,
p_wind_Brazil_BR1778,2035,0.0,
p_wind_Argentina_AR685,2020,0.0,
p_wind_Argentina_AR839,2030,0.0,
p_wind_Brazil_BR2638,2040,0.0,
p_solar_Brazil_BR2379,2025,0.0,
p_solar_Chile_CL219,2025,0.0,
p_solar_Argentina_AR386,2020,0.0,
p_solar_Argentina_AR502,2035,0.0,
p_solar_Brazil_BR1393,2050,109.1,
P_Argentina_Nuclear,2050,0.0,
p_solar_Brazil_BR1087,2040,102.3,
p_solar_Brazil_BR2216,2050,180.6,
p_solar_Brazil_BR2335,2030,0.0,
p_solar_Brazil_BR829,2045,105.6,
p_solar_Chile_CL281,2035,0.0,
p_solar_Brazil_BR2790,2030,198.4,
p_solar_Paraguay_PY84,2025,0.0,
p_wind_Chile_CL28,2030,0.0,
p_wind_Brazil_BR2683,2020,0.0,
p_solar_Argentina_AR505,2040,0.0,
p_solar_Brazil_BR2647,2030,198.6,
p_wind_Brazil_BR1433,2025,0.0,
p_wind_Chile_CL244,2045,0.0,
p_solar_Chile_CL211,2035,0.0,
p_wind_Argentina_AR861,2040,0.0,
p_solar_Brazil_BR1882,2045,139.0,
p_solar_Argentina_AR736,2050,0.0,
p_wind_Brazil_BR2799,2030,0.0,
p_solar_Brazil_BR2610,2050,183.6,
p_solar_Brazil_BR1975,2035,0.0,
p_solar_Brazil_BR2824,2040,186.9,
p_solar_Chile_CL260,2025,0.0,
p_solar_Argentina_AR530,2045,0.0,
p_wind_Argentina_AR258,2030,0.0,
p_wind_Argentina_AR569,2035,0.0,
p_wind_Argentina_AR687,2030,0.0,
p_wind_Argentina_AR891,2040,0.0,
p_wind_Argentina_AR299,2020,0.0,
p_wind_Argentina_AR954,2030,0.0,
p_solar_Uruguay_UY22,2035,0.0,
p_wind_Argentina_AR827,2035,0.0,
p_wind_Brazil_BR2814,2020,0.0,
p_solar_Argentina_AR510,2025,0.0,
p_solar_Brazil_BR1327,2045,166.2,
p_solar_Argentina_AR58,2025,0.0,
p_solar_Argentina_AR186,2020,0.0,
p_solar_Argentina_AR14,2050,0.0,
p_solar_Argentina_AR355,2045,0.0,
p_solar_Argentina_AR274,2045,0.0,
p_solar_Brazil_BR1474,2050,152.0,
p_solar_Brazil_BR2684,2035,168.0,
p_wind_Argentina_AR210,2045,498.0,
p_wind_Argentina_AR516,2040,0.0,
p_wind_Paraguay_PY4,2030,0.0,
p_solar_Brazil_BR830,2020,0.0,
p_solar_Chile_CL279,2030,0.0,
p_solar_Brazil_BR2337,2035,176.1,
p_wind_Argentina_AR1089,2025,0.0,
p_wind_Argentina_AR161,2050,360.0,
p_wind_Argentina_AR1001,2040,0.0,
p_solar_Brazil_BR925,2025,0.0,
p_wind_Argentina_AR936,2030,0.0,
p_wind_Chile_CL170,2045,0.0,
p_solar_Argentina_AR488,2040,0.0,
p_solar_Chile_CL101,2045,0.0,
p_solar_Brazil_BR2536,2020,0.0,
p_wind_Uruguay_UY58,2045,0.0,
p_solar_Argentina_AR844,2035,0.0,
p_wind_Argentina_AR568,2040,0.0,
p_solar_Argentina_AR461,2020,0.0,
p_wind_Brazil_BR2785,2050,0.0,
p_solar_Argentina_AR132,2035,0.0,
p_wind_Uruguay_UY13,2045,0.0,
p_solar_Argentina_AR350,2025,0.0,
p_solar_Argentina_AR664,2025,0.0,
p_wind_Argentina_AR317,2045,573.0,
p_wind_Argentina_AR942,2040,0.0,
p_solar_Brazil_BR2822,2040,165.1,
p_wind_Argentina_AR811,2035,0.0,
p_wind_Argentina_AR849,2035,0.0,
p_solar_Brazil_BR2162,2020,0.0,
p_solar_Brazil_BR1206,2040,154.3,
p_wind_Argentina_AR680,2020,0.0,
p_solar_Argentina_AR394,2035,0.0,
p_solar_Argentina_AR566,2025,0.0,
p_wind_Argentina_AR879,2045,0.0,
p_solar_Brazil_BR1980,2050,170.9,
p_solar_Argentina_AR563,2045,0.0,
p_solar_Brazil_BR2076,2030,0.0,
p_wind_Argentina_AR1077,2030,0.0,
p_solar_Brazil_BR2713,2045,201.1,
p_wind_Argentina_AR307,2035,324.0,
p_wind_Brazil_BR2766,2020,0.0,
p_wind_Argentina_AR729,2030,0.0,
p_wind_Paraguay_PY28,2030,0.0,
p_solar_Brazil_BR2023,2035,0.0,
p_solar_Brazil_BR871,2030,0.0,
p_solar_Argentina_AR364,2045,0.0,
p_solar_Argentina_AR409,2040,0.0,
p_solar_Brazil_BR1756,2020,0.0,
p_solar_Brazil_BR2753,2035,172.5,
p_solar_Argentina_AR202,2045,0.0,
p_wind_Brazil_BR2709,2040,0.0,
p_solar_Paraguay_PY90,2035,0.0,
p_solar_Argentina_AR300,2045,0.0,
p_solar_Uruguay_UY33,2050,108.6,
p_solar_Argentina_AR805,2025,0.0,
p_solar_Brazil_BR2445,2050,170.1,
p_solar_Brazil_BR2778,2020,0.0,
p_wind_Brazil_BR1713,2025,0.0,
p_wind_Argentina_AR405,2030,0.0,
p_solar_Argentina_AR233,2035,0.0,
p_solar_Brazil_BR2043,2020,0.0,
p_solar_Argentina_AR905,2040,0.0,
p_solar_Brazil_BR1015,2050,105.7,
p_solar_Argentina_AR451,2025,0.0,
p_solar_Brazil_BR2034,2030,0.0,
p_solar_Brazil_BR2044,2045,132.7,
p_solar_Argentina_AR104,2040,0.0,
p_solar_Argentina_AR550,2035,0.0,
p_solar_Uruguay_UY6,2040,0.0,
p_wind_Argentina_AR524,2040,135.0,
p_wind_Argentina_AR853,2035,0.0,
p_solar_Brazil_BR750,2025,0.0,
p_wind_Argentina_AR159,2020,0.0,
p_solar_Brazil_BR1867,2035,0.0,
p_solar_Argentina_AR384,2030,0.0,
p_wind_Argentina_AR652,2040,0.0,
p_wind_Uruguay_UY10,2045,0.0,
p_wind_Argentina_AR310,2025,0.0,
p_solar_Argentina_AR66,2040,0.0,
p_wind_Argentina_AR408,2025,0.0,
p_wind_Argentina_AR651,2035,0.0,
p_solar_Uruguay_UY47,2045,0.0,
p_solar_Brazil_BR2264,2050,171.5,
p_solar_Brazil_BR2814,2030,208.3,
p_wind_Argentina_AR693,2035,0.0,
p_wind_Brazil_BR1715,2040,0.0,
p_solar_Chile_CL145,2050,0.0,
p_wind_Argentina_AR846,2030,0.0,
p_solar_Chile_CL174,2035,0.0,
p_solar_Brazil_BR1544,2035,0.0,
p_solar_Chile_CL127,2030,0.0,
p_solar_Uruguay_UY65,2040,0.0,
p_solar_Brazil_BR523,2050,103.0,
p_wind_Argentina_AR899,2035,0.0,
p_solar_Argentina_AR227,2030,0.0,
p_solar_Brazil_BR2373,2040,188.8,
p_solar_Argentina_AR651,2035,0.0,
p_solar_Brazil_BR2213,2050,145.9,
p_wind_Chile_CL217,2030,0.0,
p_solar_Argentina_AR733,2045,0.0,
p_solar_Argentina_AR342,2020,0.0,
p_solar_Brazil_BR1398,2040,0.0,
p_wind_Argentina_AR1110,2045,0.0,
p_wind_Argentina_AR772,2025,0.0,
p_wind_Argentina_AR1093,2050,0.0,
p_solar_Paraguay_PY65,2040,0.0,
p_solar_Brazil_BR1265,2040,0.0,
p_wind_Brazil_BR2707,2035,0.0,
p_wind_Brazil_BR2800,2025,1380.0,
p_wind_Paraguay_PY37,2020,0.0,
p_wind_Argentina_AR463,2045,0.0,
p_solar_Argentina_AR272,2040,0.0,
p_solar_Argentina_AR476,2040,0.0,
p_solar_Brazil_BR2793,2045,181.6,
p_solar_Brazil_BR1336,2035,0.0,
p_solar_Brazil_BR869,2025,0.0,
p_solar_Brazil_BR1273,2050,160.7,
p_solar_Paraguay_PY50,2040,0.0,
p_wind_Argentina_AR955,2045,0.0,
p_solar_Argentina_AR311,2045,0.0,
p_solar_Brazil_BR2035,2040,167.9,
p_solar_Chile_CL222,2025,0.0,
p_solar_Argentina_AR647,2025,0.0,
p_wind_Brazil_BR1288,2030,0.0,
p_solar_Brazil_BR2385,2040,194.9,
p_wind_Argentina_AR840,2035,0.0,
p_solar_Brazil_BR2431,2025,0.0,
p_solar_Brazil_BR2815,2045,201.6,
p_solar_Brazil_BR2386,2040,192.4,
p_solar_Brazil_BR1271,2050,147.3,
p_solar_Brazil_BR680,2020,0.0,
p_solar_Brazil_BR1877,2030,0.0,
p_solar_Brazil_BR2380,2040,0.0,
p_wind_Argentina_AR118,2020,0.0,
p_wind_Argentina_AR828,2030,0.0,
p_wind_Chile_CL168,2040,0.0,
p_solar_Paraguay_PY112,2050,139.0,
p_wind_Argentina_AR726,2050,0.0,
p_wind_Chile_CL26,2020,0.0,
p_solar_Brazil_BR640,2040,0.0,
p_wind_Brazil_BR2002,2025,0.0,
p_wind_Brazil_BR2782,2050,1794.0,
p_wind_Argentina_AR1109,2045,0.0,
p_wind_Argentina_AR409,2045,0.0,
p_solar_Brazil_BR2493,2045,197.9,
p_solar_Argentina_AR521,2035,0.0,
p_wind_Argentina_AR570,2035,0.0,
p_solar_Argentina_AR554,2020,0.0,
p_wind_Argentina_AR896,2045,0.0,
p_solar_Argentina_AR482,2035,0.0,
p_solar_Brazil_BR2716,2025,0.0,
p_solar_Brazil_BR2678,2020,0.0,
P_Argentina_Biomass,2035,0.0,
p_wind_Argentina_AR1000,2045,0.0,
p_solar_Brazil_BR1038,2035,0.0,
p_wind_Argentina_AR566,2025,0.0,
p_wind_Argentina_AR418,2040,0.0,
p_wind_Uruguay_UY62,2040,0.0,
p_solar_Brazil_BR2569,2040,0.0,
p_solar_Argentina_AR529,2025,0.0,
p_solar_Brazil_BR2609,2050,151.0,
p_solar_Brazil_BR1871,2035,137.9,
p_wind_Argentina_AR894,2030,0.0,
p_solar_Argentina_AR518,2035,0.0,
p_solar_Paraguay_PY68,2045,0.0,
p_solar_Argentina_AR348,2050,0.0,
p_solar_Argentina_AR405,2040,0.0,
p_solar_Chile_CL188,2020,0.0,
p_solar_Brazil_BR2643,2035,179.7,
p_solar_Brazil_BR1326,2045,157.5,
p_wind_Argentina_AR82,2040,10.356937574,
p_wind_Argentina_AR905,2020,0.0,
p_solar_Brazil_BR2739,2025,0.0,
p_solar_Brazil_BR2780,2030,171.2,
p_wind_Argentina_AR808,2040,0.0,
p_solar_Argentina_AR134,2045,0.0,
p_solar_Brazil_BR974,2020,0.0,
p_wind_Brazil_BR2772,2045,1611.0,
p_solar_Argentina_AR190,2050,0.0,
p_wind_Argentina_AR848,2045,0.0,
p_solar_Brazil_BR2750,2035,187.4,
p_solar_Brazil_BR1924,2040,156.4,
p_solar_Brazil_BR714,2035,0.0,
p_solar_Brazil_BR1751,2025,0.0,
p_wind_Argentina_AR512,2035,0.0,
p_wind_Brazil_BR2651,2045,1800.0,
p_wind_Argentina_AR221,2030,0.0,
p_solar_Chile_CL272,2035,0.0,
p_solar_Uruguay_UY69,2035,0.0,
p_solar_Argentina_AR653,2025,0.0,
p_wind_Argentina_AR600,2020,0.0,
p_solar_Brazil_BR1408,2030,0.0,
p_wind_Brazil_BR2719,2035,0.0,
p_wind_Argentina_AR507,2035,0.0,
P_Chile_Coal_Sub,2035,0.0,
p_solar_Brazil_BR1558,2030,0.0,
p_solar_Brazil_BR1554,2040,120.4,
p_solar_Brazil_BR2575,2030,192.2,
p_wind_Uruguay_UY61,2030,0.0,
p_wind_Chile_CL47,2035,0.0,
p_solar_Brazil_BR2810,2030,183.0,
P_Argentina_Coal_Sub,2040,0.0,
p_solar_Brazil_BR1930,2025,0.0,
p_solar_Brazil_BR1484,2020,0.0,
p_solar_Argentina_AR288,2035,0.0,
p_solar_Brazil_BR2654,2040,183.5,
p_solar_Brazil_BR2311,2020,0.0,
p_solar_Paraguay_PY111,2040,0.0,
p_solar_Brazil_BR2266,2035,0.0,
p_wind_Argentina_AR117,2035,0.0,
p_solar_Argentina_AR303,2025,0.0,
p_wind_Argentina_AR758,2035,0.0,
p_wind_Argentina_AR761,2035,0.0,
p_wind_Chile_CL12,2020,0.0,
p_solar_Brazil_BR2651,2030,199.2,
p_solar_Brazil_BR2333,2030,0.0,
p_solar_Brazil_BR1810,2035,0.0,
p_solar_Brazil_BR2787,2045,184.3,
p_solar_Brazil_BR1081,2020,0.0,
p_wind_Argentina_AR315,2035,0.0,
p_wind_Argentina_AR792,2040,0.0,
p_wind_Uruguay_UY66,2020,0.0,
p_wind_Chile_CL288,2050,0.0,
p_solar_Argentina_AR806,2030,0.0,
p_wind_Argentina_AR426,2020,0.0,
p_solar_Uruguay_UY11,2020,0.0,
p_wind_Brazil_BR2711,2040,0.0,
P_Argentina_Gas_CCGT,2025,0.0,
p_solar_Argentina_AR349,2050,0.0,
p_solar_Argentina_AR63,2025,0.0,
p_wind_Argentina_AR1066,2045,0.0,
p_solar_Brazil_BR1404,2030,0.0,
p_solar_Argentina_AR729,2040,0.0,
p_solar_Brazil_BR1329,2040,167.6,
p_solar_Argentina_AR534,2035,0.0,
p_solar_Brazil_BR1931,2035,162.4,
p_solar_Argentina_AR141,2045,0.0,
p_solar_Brazil_BR2175,2025,0.0,
p_solar_Brazil_BR2413,2045,173.2,
p_solar_Brazil_BR2494,2020,0.0,
p_solar_Argentina_AR438,2030,0.0,
p_solar_Brazil_BR2578,2045,207.0,
p_solar_Chile_CL192,2045,0.0,
p_wind_Brazil_BR1223,2045,0.0,
p_solar_Argentina_AR191,2045,0.0,
p_solar_Brazil_BR1413,2035,0.0,
p_wind_Argentina_AR412,2035,0.0,
p_solar_Argentina_AR130,2045,0.0,
p_solar_Chile_CL175,2045,0.0,
p_wind_Argentina_AR360,2045,588.0,
p_wind_Argentina_AR1050,2040,0.0,
p_solar_Argentina_AR403,2040,0.0,
p_solar_Argentina_AR604,2040,0.0,
p_solar_Argentina_AR911,2030,0.0,
p_solar_Argentina_AR766,2040,0.0,
p_solar_Argentina_AR416,2050,0.0,
p_solar_Brazil_BR2134,2035,154.6,
p_solar_Chile_CL254,2040,0.0,
p_solar_Argentina_AR275,2020,0.0,
p_solar_Argentina_AR615,2030,0.0,
p_solar_Brazil_BR2130,2020,0.0,
p_solar_Chile_CL128,2045,0.0,
p_wind_Argentina_AR968,2025,0.0,
p_wind_Brazil_BR1777,2030,0.0,
p_wind_Argentina_AR813,2025,0.0,
p_wind_Paraguay_PY18,2045,0.0,
p_wind_Argentina_AR789,2035,0.0,
p_solar_Brazil_BR1874,2045,135.0,
p_solar_Brazil_BR2029,2020,0.0,
p_solar_Brazil_BR1974,2030,0.0,
p_solar_Argentina_AR577,2030,0.0,
p_solar_Brazil_BR2429,2045,154.6,
p_wind_Brazil_BR1897,2050,0.0,
p_wind_Uruguay_UY8,2045,0.0,
p_wind_Uruguay_UY60,2030,0.0,
p_wind_Argentina_AR521,2040,0.0,
p_solar_Brazil_BR1626,2040,155.1,
p_solar_Argentina_AR440,2040,0.0,
p_solar_Argentina_AR572,2050,0.0,
p_solar_Argentina_AR471,2030,0.0,
p_solar_Brazil_BR1149,2030,0.0,
p_solar_Brazil_BR2025,2050,183.8,
p_wind_Argentina_AR416,2040,0.0,
p_wind_Argentina_AR953,2030,0.0,
p_wind_Argentina_AR764,2030,0.0,
p_wind_Brazil_BR2687,2025,0.0,
p_solar_Brazil_BR980,2030,0.0,
p_solar_Chile_CL237,2020,0.0,
p_solar_Brazil_BR1430,2045,127.4,
p_solar_Brazil_BR1030,2045,157.0,
p_wind_Argentina_AR1045,2050,0.0,
p_solar_Argentina_AR907,2040,0.0,
p_solar_Argentina_AR558,2040,0.0,
p_wind_Argentina_AR356,2035,0.0,
p_solar_Argentina_AR535,2025,0.0,
p_solar_Argentina_AR511,2020,0.0,
p_solar_Brazil_BR2776,2040,184.2,
p_solar_Argentina_AR532,2040,0.0,
p_wind_Argentina_AR1087,2025,0.0,
p_wind_Argentina_AR913,2045,0.0,
p_solar_Argentina_AR273,2050,0.0,
p_solar_Chile_CL159,2030,0.0,
p_solar_Brazil_BR2816,2035,199.5,
p_solar_Chile_CL225,2025,0.0,
p_solar_Argentina_AR410,2050,0.0,
p_solar_Brazil_BR1684,2045,176.0,
p_solar_Argentina_AR906,2050,0.0,
p_wind_Argentina_AR769,2045,0.0,
p_wind_Brazil_BR1155,2025,0.0,
p_wind_Argentina_AR956,2045,0.0,
p_solar_Chile_CL154,2035,0.0,
p_solar_Argentina_AR383,2050,0.0,
p_wind_Argentina_AR719,2025,0.0,
p_solar_Brazil_BR976,2045,144.9,
p_wind_Chile_CL49,2020,0.0,
